PERMNO,#RIC
88795.0,HTCH.O
88807.0,NVTL.O
88811.0,SLXP.O
88841.0,RECN.O
88845.0,AET
88853.0,FLR
88860.0,ALGN.O
88865.0,HAFC.O
88865.0,HAFCD.O
88867.0,BLUD.O
88868.0,PEET.O
88871.0,MCF
88873.0,GPN
88897.0,OIS
88924.0,FLO
88940.0,PLKI.O
88991.0,BTU
89002.0,ADS
89003.0,FIS
89004.0,FTI
89006.0,KFT
89006.0,KFT.O
89006.0,MDLZ.O
89014.0,COL
89031.0,TASR.O
89036.0,BABY.O
89040.0,MDTH.O
89070.0,ZMH
89070.0,ZBH
89105.0,JOYG.O
89105.0,JOY
89110.0,OMCL.O
89167.0,CCRN.O
89179.0,WLP
89179.0,ANTM.K
89195.0,PFG
89204.0,AGP
89207.0,KND
89213.0,WOOF.O
89215.0,AHS
89216.0,AYI
89217.0,AAP
89258.0,PRU
89269.0,CNC
89289.0,SSI
89290.0,SYNA.O
89301.0,GME
89303.0,LO
89307.0,MANT.O
89323.0,UCBI.O
89353.0,JBLU.O
89369.0,LCI
89387.0,CPSI.O
89393.0,NFLX.O
89395.0,PNFP.O
89399.0,ARO
89406.0,NPO
89410.0,SRX
89413.0,BGFV.O
89447.0,CVGW.O
89449.0,KIRK.O
89453.0,RRGB.O
89497.0,ARB
89502.0,GPRO.O
89506.0,SAIA.O
89508.0,KMX
89509.0,XEC
89525.0,CMCSA.O
89530.0,TAYC.O
89533.0,WYNN.O
89540.0,DKS
89565.0,CMCSK.O
89572.0,CEVA.O
89574.0,PRAA.O
89575.0,SAFT.O
89617.0,EQIX.O
89626.0,CME.O
89636.0,PXP
89653.0,PFS
89659.0,LOJN.O
89681.0,IPCC.O
89686.0,WRC
89757.0,SHLD.O
89781.0,MOH
89793.0,DTSI.O
89800.0,NTGR.O
89813.0,MHS
89824.0,PRSC.O
89826.0,TCBI.O
89841.0,CNO
89850.0,NFP
89866.0,LKQX.O
89866.0,LKQ.O
89875.0,ANIP.O
89876.0,CRI
89896.0,JAS
89900.0,SNX
89904.0,BWLD.O
89922.0,TSRA.O
89946.0,AEL
89952.0,CMP
89954.0,DTV.O
89968.0,PJC
89971.0,TPX
89973.0,UTI
90011.0,MGLN.O
90012.0,PETS.O
90038.0,AIZ
90044.0,KCI
90067.0,HOS
90071.0,NRG
90090.0,SBNY.O
90110.0,HSP
90132.0,NAL
90162.0,GNW
90164.0,GHL
90179.0,ANGO.O
90187.0,NILE.O
90188.0,NUVA.O
90199.0,CBG
90200.0,CAB
90210.0,LTM
90215.0,CRM
90233.0,MNTA.O
90248.0,DPZ
90249.0,ENS
90272.0,WCG
90276.0,BLKB.O
90277.0,BUCY.O
90299.0,VLTR.O
90319.0,GOOG.O
90319.0,GOOGL.O
90323.0,RNOW.O
90333.0,SNTS.O
90352.0,DYN
90374.0,DWA.O
90377.0,NANO.O
90386.0,MOS
90404.0,CLMS.O
90426.0,TWGP.O
90427.0,TXRH.O
90440.0,NP
90442.0,NWS.O
90442.0,FOX.O
90454.0,MKTX.O
90455.0,MPWR.O
90458.0,NWE
90494.0,BBG
90515.0,SMA
90541.0,OXPS.O
90547.0,ANR
90564.0,PBH
90569.0,WXS
90569.0,WEX
90601.0,NDAQ.O
90609.0,NOVL.O
90634.0,BOFI.O
90657.0,PAY
90715.0,ZUMZ.O
90734.0,LHCG.O
90735.0,LINC.O
90747.0,VLCM.O
90756.0,OSK
90763.0,NSR
90775.0,THS
90783.0,FTK
90789.0,MFB
90803.0,CNSL.O
90805.0,DISCA.O
90806.0,DISCB.O
90807.0,DMND.O
90808.0,EXPE.O
90814.0,HITT.O
90829.0,CF
90831.0,DRC
90833.0,HPY
90867.0,MWIV.O
90871.0,RUTH.O
90874.0,TRLG.O
90880.0,AMP
90910.0,TLEO.O
90925.0,FNF
90956.0,NCIT.O
90963.0,AMSF.O
90966.0,CBEY.O
90971.0,IRBT.O
90979.0,UA
90993.0,ICE
91018.0,CORE.O
91020.0,CYNO.O
91032.0,TRAK.O
91040.0,BAS
91041.0,LYV
91063.0,VIAb
91063.0,VIAB.O
91066.0,VIA
91066.0,VIA.O
91068.0,CMG
91073.0,WNR
91086.0,ACOR.O
91090.0,CROX.O
91095.0,LQDT.O
91099.0,NTLS.O
91100.0,ROSE.O
91103.0,UAL
91113.0,HS
91114.0,KOP
91128.0,GPOR.O
91143.0,NYX
91161.0,GPRE.O
91207.0,HOT
91233.0,MA
91262.0,AAWW.O
91356.0,HOMB.O
91363.0,PGTI.O
91366.0,SNCR.O
91391.0,WIN.O
91392.0,WYN
91402.0,GTLS.O
91403.0,KALU.O
91413.0,EVR
91416.0,HBI
91461.0,WU
91463.0,CVLT.O
91485.0,RVBD.O
91498.0,EHTH.O
91500.0,EXLS.O
91514.0,VPFG.O
91514.0,LTXB.O
91547.0,SAI
91547.0,LDOS.K
91556.0,ROST.O
91571.0,EBS
91579.0,KBR
91605.0,CPLA.O
91611.0,FSLR.O
91614.0,IPHS.O
91650.0,SE
91659.0,ALGT.O
91668.0,IPGP.O
91688.0,EIG
91692.0,HF
91733.0,AVAV.O
91743.0,ORIT.O
91815.0,CENTA.O
91849.0,BR
91854.0,UFS
91855.0,SFNC.O
91883.0,TWC
91899.0,FIRE.O
91902.0,HAYN.O
91907.0,SMCI.O
91915.0,CNK
91926.0,DAL
91937.0,PCS
91975.0,ACM
91977.0,BGS
92021.0,SLH
92043.0,IBKR.O
92044.0,KS
92102.0,SCOR.O
92121.0,DFS
92172.0,DHX
92184.0,PMC
92205.0,REXX.O
92210.0,TYPE.O
92220.0,MASI.O
92229.0,VRTU.O
92243.0,DM
92245.0,EXH
92282.0,PKT.O
92293.0,TDC
92346.0,PCX
92378.0,ZEP
92400.0,LL
92402.0,MSCI.K
92428.0,APEI.O
92429.0,AREX.O
92432.0,ENSG.O
92443.0,NFBK.O
92448.0,RBCN.O
92454.0,TNDM.O
92454.0,IQNT.O
92457.0,CATM.O
92460.0,ENTR.O
92464.0,MDAS.O
92467.0,ORN
92478.0,FOR
92527.0,IPCM.O
92570.0,DAN
92596.0,IRDM.O
92597.0,HI
92601.0,NOG
92602.0,PM
92611.0,V
92618.0,DPS
92621.0,IPI
92635.0,NX
92655.0,UNH
92697.0,LPS
92709.0,SNI
92729.0,JBT
92758.0,GTAT.O
92765.0,RAX
92771.0,HSNI.O
92772.0,IILG.O
92778.0,DISCK.O
92780.0,HCI
92782.0,MYRG.O
92854.0,CLW
92871.0,VRTS.O
92890.0,MJN
92931.0,SWI
92934.0,OPEN.O
92940.0,MDSO.O
92983.0,GSM.O
92984.0,LOGM.O
92988.0,CFN
93035.0,SEM
93071.0,VSI
93079.0,ECHO.O
93089.0,VRSK.O
93091.0,AOL
93095.0,CLD
93096.0,DG
93111.0,STRI.K
93132.0,FTNT.O
93141.0,RUE.O
93175.0,KRA
93223.0,TW
93223.0,TW.O
93266.0,QNST.O
93305.0,FNGN.O
93330.0,PRI
93373.0,EXPR.K
93374.0,FAF
93384.0,RRTS.K
93418.0,ONE
93422.0,QEP
93429.0,CBOE.O
